"id";"title";"vote_average";"vote_count";"status";"release_date";"revenue";"runtime";"budget";"imdb_id";"original_language";"original_title";"overview";"popularity";"tagline";"genres";"production_companies";"production_countries";"spoken_languages";"cast";"director";"director_of_photography";"writers";"producers";"music_composer";"imdb_rating";"imdb_votes";"poster_path";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";"Apocalypse Now";"8.3";"8210";"Released";"15-08-79";"150000000";"147";"31500000";"tt0078788";"en";"Apocalypse Now";"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, \"does not exist, nor will it ever exist.\" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.";"55.577";"This is the end...";"Drama, War";"United Artists, American Zoetrope";"United States of America";", English, Français, Tiếng Việt";"Colleen Camp, Kerry Rossall, Frank Villard, Linda Carpenter, Jack Thibeau, Cynthia Wood, Nick Nicholson, Dennis Hopper, Charles Robinson, Jim Gaines, Frederic Forrest, Scott Glenn, R. Lee Ermey, Robert Duvall, Evan A. Lottman, Albert Hall, Vittorio Storaro, Marlon Brando, Aurore Clément, Henry Strzalkowski, Jerry Ziesmer, G. D. Spradlin, Don Gordon Bell, Herb Rice, Martin Sheen, Damien Leake, Joe Estevez, Harrison Ford, Marc Coppola, James Keane, Bill Graham, Jerry Ross, Bo Byers, Francis Ford Coppola, Glenn Walken, Sam Bottoms, Tom Mason, Laurence Fishburne";"Francis Ford Coppola";"Vittorio Storaro";"Michael Herr, Joseph Conrad, John Milius, Francis Ford Coppola";"Francis Ford Coppola";"Francis Ford Coppola, Carmine Coppola";"8.4";"726511";"/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"33";"Unforgiven";"7.914";"4385";"Released";"07-08-92";"159157447";"130";"14400000";"tt0105695";"en";"Unforgiven";"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.";"41.176";"Some legends will never be forgotten. Some wrongs can never be forgiven.";"Western";"Warner Bros. Pictures, Malpaso Productions";"United States of America";"English";"Frances Fisher, David Mucci, Garner Butler, Tara Frederick, Morgan Freeman, Robert Koons, Beverley Elliott, William Davidson, James Herman, Philip Maurice Hayes, Paul Anthony McLean, Saul Rubinek, Henry Kope, John Pyper-Ferguson, Jaimz Woolvett, Anna Thomson, Larry Reese, Frank C. Turner, Sam Karas, Michael Charrois, Larry Joshua, Rob Campbell, Richard Harris, Jefferson Mappin, Liisa Repo-Martell, Ron White, Josie Smith, Anthony James, Greg Goossen, Aline Levasseur, Cherrilene Cardinal, Mina E. Mina, Michael Maurer, Gene Hackman, Lochlyn Munro, Jeremy Ratchford, Blair Haynes, Shane Meier, Ben Cardinal, George Orrison, Walter Marsh, Clint Eastwood";"Clint Eastwood";"Jack N. Green";"David Webb Peoples";"David Valdes, Clint Eastwood";"Lennie Niehaus";"8.2";"444847";"/54roTwbX9fltg85zjsmrooXAs12.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"35";"The Simpsons Movie";"7";"7952";"Released";"25-07-07";"527068851";"87";"75000000";"tt0462538";"en";"The Simpsons Movie";"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.";"71.73";"In a time when computer animation gives us worlds of unsurpassed beauty, one film dares to be ugly.";"Animation, Comedy, Family";"Gracie Films, 20th Century Fox";"United States of America";"English";"Dan Castellaneta, Billie Joe Armstrong, Yeardley Smith, Karl Wiedergott, Mike Dirnt, Tress MacNeille, Russi Taylor, Tré Cool, Marcia Wallace, Tom Hanks, Maggie Roswell, Phil Rosenthal, Albert Brooks, Julie Kavner, Joe Mantegna, Nancy Cartwright, Pamela Hayden, Hank Azaria, Harry Shearer";"David Silverman";"";"David Mirkin, Matt Selman, Mike Reiss, Ian Maxtone-Graham, Al Jean, Sam Simon, James L. Brooks, Jon Vitti, Mike Scully, John Swartzwelder, Matt Groening, George Meyer";"Claudia Katz, Jay Kleckner, Al Jean, James L. Brooks, Richard Sakai, Felicia Nalivansky, Mike Scully, Matt Orefice, Nikki Vanzo, Amanda Moshay, Matt Groening, Peter Gave";"Hans Zimmer";"7.3";"354701";"/waWXo6lv77EwKxX50MadlXrwtE4.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"38";"Eternal Sunshine of the Spotless Mind";"8.097";"14929";"Released";"19-03-04";"72258126";"108";"20000000";"tt0338013";"en";"Eternal Sunshine of the Spotless Mind";"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.";"109.577";"You can erase someone from your mind. Getting them out of your heart is another story.";"Science Fiction, Drama, Romance";"Focus Features, Anonymous Content, This is that";"United States of America";"English";"Kate Winslet, Kirsten Dunst, Lauren Adler, Elijah Wood, Lola Daehler, David Cross, Thomas Jay Ryan, Paulie Litt, Jim Carrey, Jane Adams, Brian Price, Josh Flitter, Amir Ali Said, Gerry Robert Byrne, Deirdre O'Connell, Mark Ruffalo, Debbon Ayer, Ryan Whitney, Tom Wilkinson";"Michel Gondry";"Ellen Kuras";"Michel Gondry, Pierre Bismuth, Charlie Kaufman";"David L. Bushell, Georges Bermann, Charlie Kaufman, Steve Golin, Glenn Williamson, Anthony Bregman";"Jon Brion";"8.3";"1108046";"/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"55";"Amores Perros";"7.6";"2571";"Released";"16-06-00";"20908467";"154";"2000000";"tt0245712";"es";"Amores perros";"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.";"32.496";"Love. Betrayal. Death.";"Drama, Thriller";"Altavista Films, Zeta Film";"Mexico";"Español";"Vanessa Bauche, Lourdes Echevarría, Emilio Echevarría, Álvaro Guerrero, Laura Almela, Gael García Bernal, Patricio Castillo, Jorge Salinas, Goya Toledo, Humberto Busto, Carlos Samperio, Roberto Medina, Gustavo Muñoz, Rodrigo Ostap, Ricardo Dalmacci, Adriana Barraza, Dunia Saldívar, Rodrigo Murray, Mauricio Martínez, Marco Pérez, José Sefami, Dagoberto Gama, Rosa María Bianchi, Gustavo Sánchez Parra, Heriberto del Castillo, Gerardo Campbell";"Alejandro González Iñárritu";"Rodrigo Prieto";"Guillermo Arriaga";"Martha Sosa Elizondo, Francisco González Compeán, Alejandro González Iñárritu";"Gustavo Santaolalla";"8";"256959";"/mXc2QcFXUTQz2wU7S0zgeG5C3Bg.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"58";"Pirates of the Caribbean: Dead Man's Chest";"7.4";"15902";"Released";"06-07-06";"1065700000";"151";"200000000";"tt0383574";"en";"Pirates of the Caribbean: Dead Man's Chest";"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.";"105.498";"Captain Jack is back!";"Adventure, Fantasy, Action";"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions";"United States of America";"English, Türkçe, ελληνικά, 普通话";"Mackenzie Crook, Tom Hollander, Neil Panlasigui, Geoffrey Rush, Derrick O'Connor, Jimmy Roussounis, Filip Cvijetic, Jim Cody Williams, Nej Adamson, Christopher S. Capp, Vanessa Branch, Jonathan Linsley, Jonathan Pryce, Josie Dapar, Lauren Maher, Orlando Bloom, Bill Nighy, San Shella, Claudia Adams, Simon Meacock, Barry McEvoy, Lee Arenberg, Israel Aduramo, Keira Knightley, Winston Ellis, David Sterne, John Boswall, Naomie Harris, Martin Klebba, Kevin McNally, Luke de Woolfson, Jonathan Kite, Peter Donald Badalamenti II, Dermot Keaney, Steve Speirs, Michael Miranda, Georges Trillat, Michael Enright, Natsuko Ohama, Johnny Depp, Christopher Adamson, Sylver, Clive Ashborn, Alex Norton, Stellan Skarsgård, Reggie Lee, David Bailie, Donald Dowd, Max Baker, Moray Treadwell, Jack Davenport, Anthony Patricio, Andy Beckwith, Gerry O'Brien, David Keyes, David Schofield, Matthew Bowyer, Ho-Kwan Tse, Robbie Gee, Hernando \"Sweepy\" Molina";"Gore Verbinski";"Dariusz Wolski";"Terry Rossio, Stuart Beattie, Jay Wolpert, Ted Elliott";"Mike Stenson, Bruce Hendricks, Eric McLeod, Chad Oman, Jerry Bruckheimer";"Hans Zimmer";"7.4";"783949";"/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"59";"A History of Violence";"7.2";"3203";"Released";"23-09-05";"60740827";"96";"32000000";"tt0399146";"en";"A History of Violence";"An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.";"21.37";"Tom Stall had the perfect life...until he became a hero.";"Drama, Thriller, Crime";"New Line Cinema, BenderSpink, Media I! Filmproduktion München & Company";"Germany, United States of America";"English";"Mitch Boughs, Stephen McHattie, Sumela Kay, Ian Matthews, Heidi Hayes, Deborah Drakeford, Ed Harris, John Watson, Kyle Schmid, Maria Bello, William Hurt, Brittany Payer, Shawn Campbell, Gerry Quigley, Bruce Beaton, Bill MacDonald, Brendan Connor, Neven Pajkic, Michelle McCree, Don Allison, Ashton Holmes, Morgan Kelly, Greg Bryk, Jason Barbeck, R.D. Reid, George King, Nick Antonacci, Aidan Devine, April Mullen, Martha Reilly, Peter MacNeill, Viggo Mortensen";"David Cronenberg";"Peter Suschitzky";"John Wagner, Josh Olson, Vince Locke";"Justis Greene, Chris Bender, Cale Boyter, Roger Kass, Toby Emmerich, Josh Braun, Kent Alterman, J.C. Spink";"Howard Shore";"7.4";"259556";"/A26rcvipOqptVs7i5uRmKicXRxE.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"62";"2001: A Space Odyssey";"8.1";"11496";"Released";"02-04-68";"71923560";"149";"12000000";"tt0062622";"en";"2001: A Space Odyssey";"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.";"52.06";"The ultimate trip.";"Science Fiction, Mystery, Adventure";"Stanley Kubrick Productions, Metro-Goldwyn-Mayer";"United Kingdom, United States of America";"English, Pусский";"Keir Dullea, Martin Amor, Julie Croft, Heather Downham, Andy Wallace, John Swindells, David Charkham, Brian Hawley, Edwina Carroll, Anthony Jackson, David Hines, Judy Keirn, Irena Marr, Kim Neil, Douglas Rain, Richard Woods, Kevin Scott, S. Newton Anderson, Sheraton Blount, Daniel Richter, John Jordan, Darryl Paes, William Sylvester, Ed Bishop, Krystyna Marr, Jane Pearl, Scott MacKee, Maggie London, Jimmy Bell, Margaret Tyzack, Bob Wilyman, Kenneth Kendall, Leonard Rossiter, John Clifford, Robert Beatty, Sean Sullivan, Mike Lovell, Gary Lockwood, Burnell Tucker, Harry Fielder, Frank W. Miller, Danny Grover, Terry Duggan, Laurence Marchant, Chela Matthison, Vivian Kubrick, Ann Gillis, Penny Pearl, Glenn Beck, Stanley Kubrick, John Ashley, Marcella Markham, Alan Gifford, Keith Denny, Ann Bormann, Penny Brahms, Penny Francis, Jonathan Daw, David Fleetwood, Joe Refalo, Péter Delmár, Bill Weston";"Stanley Kubrick";"Geoffrey Unsworth";"Stanley Kubrick, Arthur C. Clarke";"Stanley Kubrick, Victor Lyndon";"";"8.3";"737360";"/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"63";"Twelve Monkeys";"7.6";"8298";"Released";"29-12-95";"168841459";"129";"29000000";"tt0114746";"en";"Twelve Monkeys";"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.";"41.285";"The future is history.";"Science Fiction, Thriller, Mystery";"Universal Pictures, Atlas Entertainment, Classico, Twelve Monkeys Productions";"United States of America";"English, Français";"H. Michael Walls, Louis Lippa, Tom Detrik, Michael Chance, Rick Warner, Paul Meshejian, Carol Florence, Joseph McKenna, Korchenko, John Panzarella, Irma St. Paule, Bart the Bear, Harry O'Toole, Richard Stanley, Robert O'Neill, Wilfred Williams, Allelon Ruggiero, Karl Warren, Jann Ellis, Christopher Meloni, Simon Jones, Bruce Kirkpatrick, Felix Pire, Jon Seda, Bill Raymond, Donald Faison, David Morse, Joe Gerety, Kevin Thigpen, Pat Dias, Brad Pitt, Charley Scalies, Annie Golden, Raymond Mamrak, LisaGay Hamilton, Stan Kang, Bonnie Loev, Sal Mazzotta, Bruce Willis, Joey Perillo, Matt Ross, Janet Zappala, Joseph Melito, Frederick Strother, C.J. Byrnes, Stephen Bridgewater, Tiffany Baldwin, Thang, Drucie McDaniel, Aaron Michael Lacey, John Blaisse, Ernest Abuba, Frank Gorshin, Barry Price, Christopher Plummer, Bob Adrian, Nell Johnson, Charles Techman, Anthony 'Chip' Brienza, Madeleine Stowe, Ray Huffman, Chuck Jeffreys, Joilet Harris, Michael Ryan Segal, Lisa Talerico, Vernon Campbell, Rozwill Young";"Terry Gilliam";"Roger Pratt";"Janet Peoples, David Webb Peoples, Chris Marker";"Robert Kosberg, Charles Roven, Robert Cavallo, Gary Levinsohn";"Paul Buckmaster";"8";"656579";"/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"64";"Talk to Her";"7.587";"1284";"Released";"15-03-02";"64803131";"112";"0";"tt0287467";"es";"Hable con ella";"Two men share an odd friendship while they care for two women who are both in deep comas.";"11.002";"";"Drama, Romance";"Vía Digital, El Deseo, Atresmedia";"Spain";"Français, Español";"Roberto Álvarez, Lola Dueñas, Paz Vega, Geraldine Chaplin, Javier Cámara, Cecilia Roth, Carlos García Cambero, Helio Pedregal, Mariola Fuentes, Marisa Paredes, Elena Anaya, Adolfo Fernández, Agustín Almodóvar, Fele Martínez, Ana Fernández, Pina Bausch, Fernando Iglesias, Chus Lampreave, Darío Grandinetti, Carmen Machi, Esther García, Leonor Watling, Rosario Flores, Caetano Veloso, Malou Airaudo, Lola García";"Pedro Almodóvar";"Javier Aguirresarobe";"Pedro Almodóvar";"Agustín Almodóvar, Michel Ruben";"Alberto Iglesias, Vicente Amigo";"7.9";"118863";"/p8ilqBhIT5YnKOf6hBPEVPc8uGS.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"65";"8 Mile";"7.138";"7229";"Released";"08-11-02";"242875078";"111";"41000000";"tt0298203";"en";"8 Mile";"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.";"41.435";"Every moment is another chance";"Drama, Music";"Mikona Productions, Imagine Entertainment";"Germany, United States of America";"English";"Taryn Manning, Waverly W. Alford II, DJ Head, Eugene Byrd, Larry Hudson, Miz-Korona, Kyla Womack, Michael Shannon, Omar Benson Miller, Brittany Murphy, Anthony Mackie, Mike Bell, Evan Jones, Allen Adams, Adam Brook, Jennifer Kitchen, Mary Hannigan, Kim Basinger, Eminem, Obie Trice, Rockey Black, Malik Barnhardt, Njeri Earth, Nashawn 'Ox' Breedlove, Bushman, Melissa Zaglanikzny, Day Golfin, Xzibit, Hom, Abdul Salaam El Razzac, Craig Chandler, Mekhi Phifer, John Smith Jr., Chloe Greenfield, Steven Monroe, Strike, Venicia Foreman, Proof, De'Angelo Wilson, Brandon T. Jackson, Paul Bates, Na'Keya Snoddy";"Curtis Hanson";"Rodrigo Prieto";"Scott Silver";"Brian Grazer, Jimmy Iovine, Paul Rosenberg, Gregory Goodman, Curtis Hanson, Jim Whitaker";"";"7.2";"331373";"/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"66";"Absolute Power";"6.6";"1078";"Released";"14-02-97";"50100000";"121";"50000000";"tt0118548";"en";"Absolute Power";"A master thief coincidentally is robbing a house where a murder—in which the President of the United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.";"43.361";"Corrupts Absolutely.";"Crime, Drama, Action";"Castle Rock Entertainment, Malpaso Productions, Columbia Pictures";"United States of America";"English";"Ed Harris, E.G. Marshall, Kenneth Welsh, Scott Glenn, Charles McDaniel, John Lyle Campbell, Joy Ehrlich, George Orrison, Yau-Gene Chan, Dennis Haysbert, Richard Jenkins, Mark Margolis, Melora Hardin, Penny Johnson Jerald, Elaine Kagan, Judy Davis, Gene Hackman, Alison Eastwood, Eric Dahlquist Jr., Clint Eastwood, Kimber Eastwood, Robert Harvey, Jack Stewart Taylor, Laura Linney";"Clint Eastwood";"Jack N. Green";"William Goldman, David Baldacci";"Tom Rooker, Clint Eastwood, Karen S. Spiegel";"Lennie Niehaus";"6.7";"61388";"/zuYhCHkUTCRYaEVXaCWUmOoppnS.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"67";"Paradise Now";"6.9";"257";"Released";"07-09-05";"3395627";"90";"2000000";"tt0445620";"en";"Paradise Now";"Two childhood friends are recruited for a suicide bombing in Tel Aviv.";"11.104";"From the most unexpected place, come a new call for peace";"Thriller, Crime, Drama";"Eurimages, Lama Films, Augustus Film, Lama Productions, Lumer Films, Filmstiftung Nordrhein-Westfalen, Razor Film Produktion, Nederlands Fonds voor de Film, ARTE France Cinéma, Hazazah Pictures, Hazazah Film";"France, Germany, Netherlands, Palestinian Territory";"العربية, Français, English";"Dirar Suleiman, Jamel Daher, Lutuf Nouasser, Nour Abd El-Hadi, Lubna Azabal, Hiam Abbass, Mohamed Bustami, Ashraf Barhom, Qais Nashif, Olivier Meidinger, Amer Hlehel, Ali Suliman";"Hany Abu-Assad";"Antoine Héberlé";"Hany Abu-Assad, Bero Beyer, Pierre Hodgson";"Roman Paul, Muhammed Buqai, Rémi Burah, Bero Beyer, Hengameh Panahi, Amir Harel, Gerhard Meixner, Jeroen van den Idsert, Yani";"Jina Sumedi";"7.4";"24348";"/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"68";"Brazil";"7.7";"3276";"Released";"20-02-85";"9900000";"143";"15000000";"tt0088846";"en";"Brazil";"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.";"20.455";"It's only a state of mind.";"Comedy, Science Fiction";"Embassy International Pictures";"United Kingdom, United States of America";"English";"Patrick Connor, Ian Richardson, Nigel Planer, Brian Miller, Harold Innocent, John Grillo, Sheila Reid, Kim Greist, Jack Purvis, Russell Keith Grant, Oscar Quitak, Jonathan Pryce, Ray Cooper, Bryan Pringle, Roger Ashton-Griffiths, Derek Deadman, Barbara Hicks, Peter Vaughan, John Flanagan, Robert De Niro, Bill Wallis, Terence Bayler, Howard Lew Lewis, Terry Gilliam, David Gant, James Coyle, Don Henderson, Derrick O'Connor, John Pierce Jones, Michael Palin, Kathryn Pogson, Katherine Helmond, Elizabeth Spender, Gorden Kaye, Simon Jones, Jim Broadbent, Myrtle Devenish, Ian Holm, Ann Way, Ralph Nossek, Charles McKeown, Bob Hoskins";"Terry Gilliam";"Roger Pratt";"Tom Stoppard, Terry Gilliam, Charles McKeown";"Arnon Milchan, Patrick Cassavetti";"Michael Kamen";"7.8";"214080";"/aewan59WcFThBimkTVVoNf2o5Vb.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
