"id";"title";"vote_average";"vote_count";"status";"release_date";"revenue";"runtime";"budget";"imdb_id";"original_language";"original_title";"overview";"popularity";"tagline";"genres";"production_companies";"production_countries";"spoken_languages";"cast";"director";"director_of_photography";"writers";"producers";"music_composer";"imdb_rating";"imdb_votes";"poster_path";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"69";"Walk the Line";"7.5";"2830";"Released";"13-09-05";"186800000";"136";"28000000";"tt0358273";"en";"Walk the Line";"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.";"22.144";"Love is a burning thing.";"Drama, Music, Romance";"Mars Media Beteiligungs, Tree Line Films, Catfish Productions, Fox 2000 Pictures";"Germany, United States of America";"English";"Kevin Scroggs, Rich Parham, Robert Patrick, Josh Driver, Dave Thompson, Johnny Holiday, J.P. McNeely, Clay Steakley, Geoff Falk, David Caffey, Jim Wright, Brit Shaw, Deborah Rawlings, Ross Harkins, J. Allen Scott, Richard Crowe, Katie Lindsey, Bob King, Reese Witherspoon, Victoria Hester, Garnet Brooks, Ken Axmaker Jr., Johnathan Rice, Larry Bagby, Carly Nahon, Ben Taylor, Cody Hanford, John Carter Cash, Sheila Thomas, Danny Vinson, Jan Falk, Dolan Wilson, Tyler Hilton, Hailey Anne Nelson, Marc Farley, Glenda Pannell, Laura Lynn Seguin, Kerris Dorsey, Ridge Canipe, Danny Thomas, Laurie Johnson, Waylon Payne, Melissa Goodwin Shepherd, Delaney Keefe, Dave McPhail, Jeff Evans, Mark Alan Compton, Jason Lewin, Zach Navarro, Joaquin Phoenix, Kimberly Hill, Dan Beene, Tim Ware, Shooter Jennings, Sandra Ellis Lafferty, Frank Hoyt Taylor, Clare Grant, Brian Deas, Wyatt Entrekin, McGhee Monteith, Evelyn Diana Frogge-Chabot, J.W. Williams, Shelby Lynne, L. Michele Hester, Davielle Boyce, Jeff Bailey, Gavin Lindsay Goode, Shane Bowen, Dallas Roberts, Michael Montgomery, James Keach, Bryce Blackman, Brian Crider, Chris Plumlee, Lucas Till, Glenn Alan Gardner, J.D. Evermore, Mathew Luschek, Michael Ingersoll, Carter Thrower, Tracee Mae Miller, Helen Ingebritsen, Donald Meyers, Rhoda Griffis, Natalie Canerday, Ginnifer Goodwin, Dan John Miller, Amy Lavere, James DeForest Parker";"James Mangold";"Phedon Papamichael";"James Mangold, Johnny Cash, Gill Dennis";"John Carter Cash, Cathy Konrad, James Keach, Alan C. Blomquist";"T Bone Burnett";"7.8";"270207";"/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"70";"Million Dollar Baby";"7.956";"9499";"Released";"15-12-04";"216763646";"132";"30000000";"tt0405159";"en";"Million Dollar Baby";"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.";"29.118";"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.";"Drama";"Lakeshore Entertainment, Malpaso Productions, Epsilon Motion Pictures, ASR Productions, Warner Bros. Pictures";"Switzerland, United States of America";"English, Gaeilge";"Ted Grossman, Jim Cantafio, Lucia Rijker, Roy Nugent, Mark Thomason, Jason Williams, Mimi Lesseos, Benito Martinez, Spice Williams-Crosby, Sunshine Chantal Parkman, Erica Grant, Marco Rodríguez, Anthony Mackie, Don Familton, Mike Colter, David Powledge, Marcus Chait, Vincent Foster, Jamison Yang, Jay Baruchel, Kirsten Berman, Brían F. O'Byrne, Susan Krebs, Eddie Bates, Naveen, Clint Eastwood, Boni Yanagisawa, Sean O'Kane, Kim Strauss, Michael Peña, Marty Sammon, Dean Familton, Margo Martindale, Vladimir Rajčić, Morgan Eastwood, Ned Eisenberg, Tom McCleister, Nina Avetisova, Bruce Gerard Brown Jr., Hilary Swank, Ray Corona, Miguel Pérez, Morgan Freeman, Bruce MacVittie, Bridgett Riley, Brian T. Finney, Louis Moret, Kim Dannenberg, McKay Stewart, Joe D'Angerio, Steven M. Porter, Sean LoGrasso, Michael Bentt, Riki Lindhome, Jude Ciccolella, Ming Lo, Rob Maron, Kimberly Estrada, Rosine 'Ace' Hatem, Christina Cox, Jon D. Schorle II, Jimmy Alioto";"Clint Eastwood";"Tom Stern";"Paul Haggis, F.X. Toole";"Tom Rosenberg, Albert S. Ruddy, Paul Haggis, Robert Lorenz, Clint Eastwood, Gary Lucchesi";"Clint Eastwood";"8.1";"734049";"/jcfEqKdWF1zeyvECPqp3mkWLct2.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"71";"Billy Elliot";"7.6";"3801";"Released";"28-09-00";"109280263";"110";"5000000";"tt0249462";"en";"Billy Elliot";"County Durham, England, 1984. The miners' strike has started and the police have started coming up from Bethnal Green, starting a class war with the lower classes suffering. Caught in the middle of the conflict is 11-year old Billy Elliot, who, after leaving his boxing club for the day, stumbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs. Wilkinson for an upcoming audition in Newcastle-upon Tyne for the royal Ballet school in London.";"20.431";"Inside every one of us is a special talent waiting to come out. The trick is finding it.";"Drama, Comedy, Music";"StudioCanal, BBC Film, Tiger Aspect, Arts Council of England, Working Title Films, Universal Pictures, WT² Productions";"France, United Kingdom, United States of America";"English";"Zoë Bell, Imogen Claire, Julie Walters, Jean Heywood, Barbara Leigh-Hunt, Gary Lewis, Denny Ferguson, Merryn Owen, Hendrick January, Matthew James Thomas, Liam Elcoat, Lee Smikle, Merelina Kendall, Adam Cooper, Patrick Malahide, Trevor Fox, Stuart Wells, Diana Kent, Darren Jacobs, Billy Fane, Carol McGuigan, Catherine Turgoose, Ken Richardson, Lee Williams, Janine Birkett, Paul Ridley, Dennis Lingard, Dylan Barnes, Stephen Mangan, Jamie Draven, Sharon Percy, Joe Renton, Charlie Hardwick, Petra Siniawski, Colin MacLachlan, Nicola Blackwell, Damian Winter-Higgins, Mike Elliot, Tracey Wilkinson, Adam Galbraith, Leonard Silver, Jamie Bell, Neil North";"Stephen Daldry";"Brian Tufano";"Lee Hall";"Greg Brenman, David M. Thompson, Jonathan Finn, Tessa Ross, Natascha Wharton, Charles Brand";"Stephen Warbeck";"7.7";"146117";"/nOr5diUZxphmAD3li9aiILyI28F.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"73";"American History X";"8.344";"11527";"Released";"01-07-98";"23900000";"119";"20000000";"tt0120586";"en";"American History X";"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.";"36.906";"Some Legacies Must End.";"Drama";"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company";"United States of America";"English";"Giuseppe Andrews, Beverly D'Angelo, Darrell Britt, Jennifer Lien, Sam Vlahos, Denney Pierce, Alex Sol, Nigel Miguel, Antonio David Lyons, Alexis Rose Coen, Richard Noyce, Paul E. Short, Keith Odett, Joe Cortese, Keram Malicki-Sánchez, Jonathan Fowler Jr., Cherish Lee, Fairuza Balk, Nicholas R. Oleson, Michelle Christine White, Maximillian Kesmodel, Jason Bose Smith, Edward Norton, Ethan Suplee, Steve Wolford, David Basulto, Kiante Elam, Glendon Rich, Anne Lambton, Paul Hopkins, Allie Moss, Robert 'Duckie' Carpenter, Sydney 'Big Dawg' Colston, Thomas L. Bellissimo, John Embry, Selwyn Ward, Sam Sarpong, Avery Brooks, Tara Blanchard, Christopher Masterson, Stacy Keach, Jordan Marder, Barbie Marie, Danso Gordon, Guy Torry, William Russ, Paul Le Mat, Jim Norton, Edward Furlong, Elliott Gould";"Tony Kaye";"Tony Kaye";"David McKenna";"John Morrissey, Kearie Peak, Bill Carraro, Steve Tisch, Lawrence Turman";"Anne Dudley";"8.5";"1210594";"/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"74";"War of the Worlds";"6.513";"8318";"Released";"13-06-05";"603873119";"117";"132000000";"tt0407304";"en";"War of the Worlds";"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.";"41.789";"They're already here.";"Adventure, Thriller, Science Fiction";"Paramount Pictures, DreamWorks Pictures, Amblin Entertainment, Cruise/Wagner Productions";"United States of America";"English";"Daniel A. Jacobs, Victor Magnusson, Omar Jermaine, Stella Croxon, Daniel Franzese, Bruce W. Derdoski Jr., James Boss, Tommy Guiffre, Johnny Kastl, Camillia Monet, John N. Morales, John Michael Bolger, Juan Carlos Hernández, Vito D'Ambrosio, Sharrieff Pugh, Jerry Walsh, Lisa Ann Walter, Dempsey Pappion, Tom Cruise, Lauri Johnson, Peter Gerety, Jim Hanna, Erika LaVonn, Miranda Otto, January LaVoy, Dustin Ardine, Danny Hoch, Laura Zoe Quist, Ana Maria Quintana, Travis Aaron Wade, Suanne Spoke, Anthony Jennings, Tracy Howe, Daniel Eric Gold, Christopher Evan Welch, Art Chudabala, Tim Robbins, Shanna Collins, Marlon Young, Claudia Barroso, Maggie Lacey, Joseph DeBona, James DuMont, Becky Ann Baker, Joe Duffy, Benjamin Popolukus, Elizabeth Jayne Hong, Kirsten Nelson, Terry Thomas, Joaquin Perez-Campbell, Mariann Mayberry, Paul Bunnell, David Alan Basche, Lenny Venito, Michael Brownlee, Ellen Barry, Gene Barry, Eric Zuckerman, Freddie Johnson, Asha R. Nanavati, Ty Simpkins, Ed Vassallo, David Harbour, Kevin Collins, Jorge-Luis Pallo, Marianne Ebert, Julie White, Alan Kemper Armani, Justin Chatwin, Takayo Fischer, Jeffrey Hutchinson, Amy Ryan, Miguel Antonio Ferrer, Michael Arthur, Lorelei Llee, Roz Abrams, Robert Cicchini, Morgan Freeman, Robert O'Connor, John Eddins, Jason Latief Anderson, Mark Manley, Chris Todd, Rafael Sardina, Columbus Short, Dan Ziskie, Peter E. Tasciotti, Clay Bringhurst, Rick Gonzalez, Tanda Kerín, Dakota Fanning, Yul Vazquez, Dendrie Taylor, John Scurti, Ingrid Johnson, Vladislav Kozlov, Channing Tatum, Ed Schiff, Booker T. Washington, Amy Hohn, Benny Ciaramello, Timothy Burd, Stephen Gevedon, Melody Garrett, Ann Robinson, David Conley, David Gere, Martin Dew, Kent Faulcon, Miho Nakamura, Kyle S. Brown, Ricky Luna, Adam Lazarre-White, Cass Asher";"Steven Spielberg";"Janusz Kamiński";"David Koepp, Josh Friedman, H.G. Wells";"Paula Wagner, Damian Collier, Kathleen Kennedy, Colin Wilson";"John Williams";"6.5";"483646";"/oZmJ6hD2dc6zLCIPgw8onPMo0QC.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"75";"Mars Attacks!";"6.411";"5379";"Released";"13-12-96";"101371017";"106";"70000000";"tt0116996";"en";"Mars Attacks!";"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, \"come in peace.\" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.";"33.394";"Nice planet. We'll take it!";"Comedy, Fantasy, Science Fiction";"Warner Bros. Pictures, Tim Burton Productions";"United States of America";"English, Français";"Julian Barnes, Jack Black, Janice Rivera, Sarah Jessica Parker, Chi Hoang Cai, Betty Bunch, Valerie Wildman, John Finnegan, Rebecca Broussard, Paul Winfield, C. Wayne Owens, Velletta Carlson, Rod Steiger, John Roselius, Michael J. Fox, Steve Valentine, Roger Peterson, Richard Irving, Christi Black, Gloria M. Malgarini, Ed Lambert, Vinny Argiro, Tommy Bush, Sharon Hendrix, Glenn Close, Tom Jones, Rebeca Silva, Joe Don Baker, Michael Reilly Burke, Joseph Moynihan, Gloria Hoffmann, Jim Brown, Tamara 'Gingir' Curry, Jeanne Mori, Brandon Hammond, Ken Thomas, John Gray, Josh Philip Weinstein, Jack Nicholson, Danny DeVito, Jonathan Emerson, Rance Howard, Don LaMoth, Kevin Mangan, Heidi Miller, Pam Grier, Natalie Portman, Ray J, Barbet Schroeder, Lisa Marie, Coco Leigh, Brian Haley, Richard Assad, Darelle Porter Holden, Enrique Castillo, Frank Welker, Gregg Daniel, Annette Bening, Pierce Brosnan, Lukas Haas, Christina Applegate, Sylvia Sidney, Willie Garson, Jeffrey King, Jerzy Skolimowski, Timi Prulhiere, O-Lan Jones, Joseph Maher, J. Kenneth Campbell, Martin Short";"Tim Burton";"Peter Suschitzky";"Jonathan Gems";"Larry Franco, Tim Burton";"Danny Elfman";"6.4";"248926";"/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"76";"Before Sunrise";"7.969";"4115";"Released";"27-01-95";"5987386";"101";"2500000";"tt0112471";"en";"Before Sunrise";"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.";"34.565";"Can the greatest romance of your life last only one night?";"Drama, Romance";"Castle Rock Entertainment, Detour Filmproduction, Filmhaus Films";"Austria, United States of America";"English, Deutsch, Français";"Barbara Klebel, Richard Linklater, Bilge Jeschim, Peter Ily Huemer, Wolfgang Staribacher, Andrea Eckert, Paul Poet, Otto Reiter, Wilbirg Reiter, Haymon Maria Buttinger, John Sloss, Alexandra Seibel, Wolfgang Glüxam, Dominik Castell, Hubert Fabian Kulterer, Liese Lyon, Constanze Schweiger, Karl Bruckschwaiger, Christian Ankowitsch, Erni Mangold, Tex Rubinowitz, Julie Delpy, Harold Waiglein, Hanno Pöschl, Branko Andrić 'Andrla', Ethan Hawke, Kurti, Hans Weingartner, Georg Schöllhammer, Adam Goldberg";"Richard Linklater";"Lee Daniel";"Kim Krizan, Richard Linklater";"John Sloss, Anne Walker-McBay";"Fred Frith";"8.1";"349689";"/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"77";"Memento";"8.2";"14827";"Released";"11-10-00";"40047236";"113";"9000000";"tt0209144";"en";"Memento";"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.";"48.813";"Some memories are best forgotten.";"Mystery, Thriller";"Newmarket Films, Summit Entertainment, Team Todd, I Remember Productions";"United States of America";"English";"Jorja Fox, Guy Pearce, Russ Fega, Harriet Sansom Harris, Stephen Tobolowsky, Carrie-Anne Moss, Thomas Lennon, Larry Holden, Callum Keith Rennie, Mark Boone Junior, Marianne Muellerleile, Kimberly Campbell, Joe Pantoliano";"Christopher Nolan";"Wally Pfister";"Christopher Nolan, Jonathan Nolan";"Aaron Ryder, Jennifer Todd, Suzanne Todd";"David Julyan";"8.4";"1351589";"/nWtySDlffTfwAa0rSfq61o33ZXV.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"78";"Blade Runner";"7.9";"13735";"Released";"25-06-82";"41722424";"118";"28000000";"tt0083658";"en";"Blade Runner";"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.";"57.669";"Man has made his match...now it's his problem.";"Science Fiction, Drama, Thriller";"Shaw Brothers, The Ladd Company, Warner Bros. Pictures";"United States of America, Hong Kong, United Kingdom";"English, Deutsch, 广州话 / 廣州話, 日本語, Magyar";"Rose Mascari, Sean Young, Joe Turkel, Joanna Cassidy, Hy Pyke, Steve Pope, Brion James, Morgan Paull, Charles Knapp, Dawna Lee Heising, Ben Astar, Kimiko Hiroshige, Daryl Hannah, Alexis Rhee, Jiro Okazaki, Edward James Olmos, Robert Reiter, John Edward Allen, William Sanderson, Carolyn DeMirjian, Tom Hutchinson, Kevin Thompson, Bob Okazaki, Kelly Hine, Harrison Ford, Rutger Hauer, James Hong, Sharon Hesky, M. Emmet Walsh, Leo Gorcey Jr., Judith Burnett";"Ridley Scott";"Jordan Cronenweth";"David Webb Peoples, Hampton Fancher, Philip K. Dick";"Run Run Shaw, Michael Deeley";"Vangelis";"8.1";"839515";"/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"79";"Hero";"7.495";"2241";"Released";"22-07-02";"177394432";"99";"31000000";"tt0299977";"zh";"英雄";"During China's Warring States period, a district prefect arrives at the palace of Qin Shi Huang, claiming to have killed the three assassins who had made an attempt on the king's life three years ago.";"25.706";"One man's strength will unite an empire.";"Drama, Adventure, Action, History";"Beijing New Picture Film Co. Ltd., China Film Co-Production Corp., Elite Group Enterprises, Edko Films, Sil-Metropole Organisation, Zhang Yimou Studio";"Hong Kong, China";"普通话";"Zhang Ziyi, Maggie Cheung, Zheng Tianyong, Ma Wen Hua, Tony Leung Chiu-wai, Jin Ming, Zhang Yakun, Jet Li, Qin Yan, Xu Kuang Hua, James Hong, Shou Xin Wang, Chen Daoming, Liu Zhongyuan, Donnie Yen, Chang Xiao Yang";"Zhang Yimou";"Christopher Doyle";"Feng Li, Zhang Yimou, Bin Wang";"Bill Kong Chi-Keung, Zhang Zhenyan, Zhang Weiping, Shoufang Dou, Zhang Yimou";"Tan Dun";"7.9";"189346";"/1NBtOH3KPU9UUp1vzVHJ8qzdW88.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"80";"Before Sunset";"7.8";"3360";"Released";"16-06-04";"15992615";"80";"2700000";"tt0381681";"en";"Before Sunset";"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.";"24.038";"What if you had a second chance with the one that got away?";"Drama, Romance";"Warner Independent Pictures, Castle Rock Entertainment, Detour Filmproduction";"United States of America";"English, Français";"Albert Delpy, Mariane Plasteig, Ethan Hawke, Louise Lemoine Torrès, Rodolphe Pauly, Diabolo, Marie Pillet, Julie Delpy, Denis Evrard, Vernon Dobtcheff";"Richard Linklater";"Lee Daniel";"Kim Krizan, Julie Delpy, Richard Linklater, Ethan Hawke";"Richard Linklater, John Sloss, Anne Walker-McBay";"";"8.1";"295411";"/gycdE1ARByGQcK4fYR2mgpU6OO.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"81";"Nausicaä of the Valley of the Wind";"7.9";"3562";"Released";"11-03-84";"9016411";"117";"1000000";"tt0087544";"ja";"風の谷のナウシカ";"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.";"41.771";"A young girl's love called forth miracles…";"Adventure, Animation, Fantasy";"Topcraft";"Japan";"日本語";"Akiko Tsuboi, Mahito Tsujimura, Youji Matsuda, Yoshiko Sakakibara, Hisako Ayuhara, Takako Ota, Bin Shimada, TARAKO, Mugihito, Mina Tominaga, Masako Sugaya, Shinji Nomura, Joji Yanami, Takeki Nakamura, Iemasa Kayumi, Minoru Yada, Chika Sakamoto, Hochu Otsuka, Tetsuo Mizutori, Hisako Kyoda, Rihoko Yoshida, Kohei Miyauchi, Ichiro Nagai, Gorō Naya, Takako Sasuga, Sumi Shimamoto";"Hayao Miyazaki";"";"Hayao Miyazaki, Kazunori Ito";"Isao Takahata, Toshio Suzuki, Yasuyoshi Tokuma, Michio Kondou, Tooru Hara";"Joe Hisaishi";"8";"187190";"/tcrkfB8SRPQCgwI88hQScua6nxh.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"82";"Miami Vice";"6";"1760";"Released";"27-07-06";"163800000";"132";"135000000";"tt0430357";"en";"Miami Vice";"A case involving drug lords and murder in South Florida takes a personal turn for undercover detectives Sonny Crockett and Ricardo Tubbs. Unorthodox Crockett gets involved romantically with the Chinese-Cuban wife of a trafficker of arms and drugs, while Tubbs deals with an assault on those he loves.";"25.208";"No Law. No Rules. No Order.";"Action, Crime, Thriller";"Universal Pictures, Forward Pass, Motion Picture ETA Produktionsgesellschaft";"Germany, United States of America";"English, Español";"Frankie J. Allison, Pasha D. Lychnikoff, Hailey Hansard, John Hawkes, Justin Theroux, Julia Zgoda, Barry Shabaka Henley, Ciarán Hinds, Elizabeth Rodriguez, Alexander Alonso, John Ortiz, Brad Batchelor, Everlayn Borges, Stephane Kay, Juliana Guedes, Eboni Nichols, Lorenzo Toledo, Julia Perevedentseva, Michelle Chin, Ryan M. Phillips, Taso N. Stavrakis, Mario Ernesto Sánchez, Rob Larson, Chris Astoyan, Naomie Harris, Eddie Marsan, Stephan Jones, Robert Berson, Tom Towles, Pablo Patlis, Jon Tomlinson, Jay Amor, Ana Cristina Oliveira, Dexter Fletcher, Ilan Krigsfeld, Joe Vida, David Yuzuk, Ryan Anthony, Danny Pardo, Gilbert Quintana, Jamie Foxx, Abdel Tornes, Nathan Russell, Patrick Michael Buckley, James Maurice Rowan Jr., Maxim Danilov, Gong Li, Arthur Bergman, Amir Aviram, Luis Tosar, Don Frye, Mike Pniewski, Oleg Taktarov, Andrew Rasputin, Paul Aldanée, Ashley Avis, Colin Farrell, Eric Bendross, Donald Dowd, Tara Cardinal, Claudine Oriol, Tony Curran, Julia Yarbrough, Kenny Acevedo, Isaach de Bankolé, Maria Leon, Deborah Demere, Marc Macaulay, Richard Katanga, Juanita Billue, Domenick Lombardozzi, Vivienne Sendaydiego";"Michael Mann";"Dion Beebe";"Michael Mann, Anthony Yerkovich";"Pieter Jan Brugge, Michael Mann, Anthony Yerkovich";"John Murphy";"6.1";"126024";"/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
